,accuracy,accuracy_loss,compression,type,tar_type,repr
891,0.9844,0.02,8.43822,PSO,float 16,"[26, 25, 24, 6, 4]"
892,0.984,0.06,8.512713,PSO,float 16,"[29, 15, 16, 14, 4]"
893,0.9836,0.1,8.70495,PSO,float 16,"[31, 24, 15, 6, 4]"
894,0.9826,0.2,9.068635,PSO,float 16,"[27, 16, 15, 6, 4]"
895,0.9806,0.4,9.850571,PSO,float 16,"[25, 17, 15, 4, 4]"
896,0.9764,0.8200000000000001,9.85812,PSO,float 16,"[23, 27, 16, 3, 4]"
897,0.9756,0.8999999999999999,10.226182,PSO,float 16,"[20, 16, 16, 3, 4]"
898,0.9864,-0.18,6.4912763,BH,float 16,"[9, 23, 30, 13, 20]"
899,0.9862,-0.16,6.845564,BH,float 16,"[16, 22, 28, 26, 7]"
900,0.985,-0.04,7.7688384,BH,float 16,"[20, 34, 28, 14, 4]"
901,0.9848,-0.02,8.571954,BH,float 16,"[7, 50, 28, 14, 4]"
902,0.9838,0.08,9.229871,BH,float 16,"[5, 45, 31, 6, 4]"
903,0.9834,0.12,10.052578,BH,float 16,"[4, 43, 25, 6, 4]"
904,0.9814,0.32,10.18402,BH,float 16,"[3, 43, 23, 6, 4]"
905,0.9802,0.44,10.239123,BH,float 16,"[6, 42, 22, 4, 4]"
906,0.9792,0.54,10.29658,BH,float 16,"[5, 43, 26, 4, 4]"
907,0.9784,0.62,11.120638,BH,float 16,"[4, 40, 21, 4, 4]"
908,0.9778,0.6799999999999999,12.164113,BH,float 16,"[2, 38, 18, 10, 4]"
909,0.9764,0.8200000000000001,12.687944,BH,float 16,"[2, 32, 13, 10, 4]"
910,0.976,0.86,13.023349,BH,float 16,"[2, 33, 12, 7, 4]"
911,0.9752,0.9400000000000001,13.024678,BH,float 16,"[2, 33, 12, 6, 4]"
912,0.9752,0.9400000000000001,13.231457,BH,float 16,"[2, 27, 12, 6, 4]"
913,0.9856,-0.1,5.1258316,GA,float 16,"[17, 41, 21, 48, 34]"
914,0.9854,-0.08,5.555834,GA,float 16,"[24, 36, 13, 34, 27]"
915,0.9854,-0.08,5.758607,GA,float 16,"[16, 34, 27, 17, 22]"
916,0.985,-0.04,6.3155355,GA,float 16,"[26, 12, 28, 14, 23]"
917,0.9848,-0.02,6.8311944,GA,float 16,"[9, 22, 20, 46, 6]"
918,0.9846,0.0,8.680725,GA,float 16,"[17, 7, 15, 36, 4]"
919,0.9826,0.2,10.201124,GA,float 16,"[3, 7, 20, 48, 4]"
920,0.9812,0.33999999999999997,10.5275135,GA,float 16,"[3, 7, 9, 33, 4]"
921,0.9804,0.42,10.771363,GA,float 16,"[3, 22, 16, 4, 6]"
922,0.9802,0.44,11.167972,GA,float 16,"[4, 25, 7, 4, 6]"
923,0.9796,0.5,11.999416,GA,float 16,"[4, 7, 6, 7, 4]"
924,0.9786,0.6,12.130635,GA,float 16,"[3, 7, 6, 7, 4]"
925,0.9778,0.6799999999999999,13.063756,GA,float 16,"[4, 7, 7, 4, 4]"
926,0.9864,-0.18,5.9698772,PSO,float 16,"[26, 26, 17, 14, 25]"
927,0.986,-0.13999999999999999,6.4105587,PSO,float 16,"[6, 33, 21, 24, 23]"
928,0.986,-0.13999999999999999,6.8790054,PSO,float 16,"[27, 24, 28, 14, 5]"
929,0.986,-0.13999999999999999,7.8321805,PSO,float 16,"[6, 20, 18, 14, 7]"
930,0.985,-0.04,8.356914,PSO,float 16,"[10, 27, 25, 14, 4]"
931,0.9844,0.02,8.854745,PSO,float 16,"[6, 29, 20, 15, 4]"
932,0.984,0.06,8.864113,PSO,float 16,"[6, 26, 26, 10, 4]"
933,0.9832,0.13999999999999999,8.871308,PSO,float 16,"[6, 21, 26, 14, 4]"
934,0.983,0.16,9.866514,PSO,float 16,"[3, 28, 20, 15, 4]"
935,0.9828,0.18,10.26962,PSO,float 16,"[4, 29, 27, 6, 4]"
936,0.981,0.36,10.271063,PSO,float 16,"[4, 29, 26, 5, 4]"
937,0.9798,0.48,10.40425,PSO,float 16,"[3, 27, 21, 7, 4]"
938,0.9784,0.62,12.384047,PSO,float 16,"[2, 24, 21, 10, 4]"
939,0.9782,0.64,12.9173765,PSO,float 16,"[2, 24, 20, 6, 4]"
940,0.9768,0.7799999999999999,12.918002,PSO,float 16,"[2, 23, 21, 7, 4]"
941,0.9758,0.88,12.92041,PSO,float 16,"[2, 22, 18, 7, 4]"
942,0.9814,0.32,7.6790605,BH,float 8,"[3, 34, 21, 28, 25]"
943,0.979,0.5599999999999999,8.518936,BH,float 8,"[3, 31, 30, 6, 38]"
944,0.9826,0.2,8.120097,GA,float 8,"[7, 50, 13, 11, 5]"
945,0.9812,0.33999999999999997,8.272017,GA,float 8,"[4, 41, 21, 42, 5]"
946,0.9804,0.42,8.48738,GA,float 8,"[4, 41, 31, 23, 5]"
947,0.9802,0.44,9.135073,GA,float 8,"[4, 36, 16, 11, 5]"
948,0.9792,0.54,9.553208,GA,float 8,"[4, 30, 6, 31, 5]"
949,0.9784,0.62,9.5590725,GA,float 8,"[4, 28, 6, 21, 5]"
950,0.9766,0.8,9.663736,GA,float 8,"[4, 41, 6, 12, 5]"
951,0.976,0.86,9.852603,GA,float 8,"[4, 28, 5, 15, 8]"
952,0.9754,0.9199999999999999,10.413275,GA,float 8,"[4, 28, 5, 8, 5]"
953,0.9822,0.24,5.979337,PSO,float 8,"[26, 30, 10, 42, 21]"
954,0.9816,0.3,6.0165925,PSO,float 8,"[22, 31, 10, 37, 23]"
955,0.9816,0.3,6.664413,PSO,float 8,"[15, 39, 44, 26, 7]"
956,0.981,0.36,6.697769,PSO,float 8,"[7, 21, 10, 44, 36]"
957,0.9804,0.42,6.9544907,PSO,float 8,"[6, 32, 48, 18, 15]"
958,0.9802,0.44,6.9885097,PSO,float 8,"[5, 25, 10, 37, 26]"
959,0.98,0.45999999999999996,8.227535,PSO,float 8,"[3, 21, 10, 32, 22]"
960,0.98,0.45999999999999996,8.432299,PSO,float 8,"[4, 24, 6, 37, 30]"
961,0.9768,0.7799999999999999,8.513114,PSO,float 8,"[3, 27, 5, 41, 30]"
962,0.9756,0.8999999999999999,11.004396,PSO,float 8,"[2, 27, 16, 30, 28]"
963,0.9836,0.1,7.7987633,BH,float 8,"[7, 16, 45, 18, 7]"
964,0.9804,0.42,8.319772,BH,float 8,"[8, 7, 50, 22, 5]"
965,0.978,0.66,8.80877,BH,float 8,"[4, 18, 44, 10, 7]"
966,0.9772,0.74,10.714566,BH,float 8,"[4, 14, 46, 6, 4]"
967,0.9822,0.24,5.200604,GA,float 8,"[40, 30, 33, 39, 27]"
968,0.9816,0.3,6.372036,GA,float 8,"[12, 25, 10, 47, 27]"
969,0.9814,0.32,8.444417,GA,float 8,"[4, 26, 16, 15, 26]"
970,0.981,0.36,8.816521,GA,float 8,"[4, 21, 16, 15, 9]"
971,0.979,0.5599999999999999,10.065479,GA,float 8,"[4, 26, 21, 15, 4]"
972,0.9782,0.64,10.210007,GA,float 8,"[4, 7, 16, 8, 9]"
973,0.977,0.76,10.812516,GA,float 8,"[2, 25, 16, 47, 22]"
974,0.9828,0.18,7.2446923,PSO,float 8,"[9, 21, 29, 26, 5]"
975,0.9812,0.33999999999999997,7.667077,PSO,float 8,"[8, 25, 31, 28, 5]"
976,0.9798,0.48,8.705045,PSO,float 8,"[4, 26, 29, 28, 5]"
977,0.9784,0.62,9.748989,PSO,float 8,"[4, 21, 31, 29, 4]"
978,0.9756,0.8999999999999999,11.593377,PSO,float 8,"[2, 27, 31, 31, 5]"
979,0.9754,0.9199999999999999,11.593702,PSO,float 8,"[2, 27, 31, 30, 5]"
980,0.9828,0.18,6.26524,BH,float 8,"[13, 18, 21, 31, 24]"
981,0.9808,0.38,6.3029227,BH,float 8,"[25, 16, 10, 37, 26]"
982,0.9802,0.44,6.5998425,BH,float 8,"[7, 27, 31, 34, 22]"
983,0.9798,0.48,6.8149314,BH,float 8,"[7, 22, 29, 30, 23]"
984,0.9796,0.5,7.6803193,BH,float 8,"[3, 26, 33, 31, 24]"
985,0.9794,0.52,7.895829,BH,float 8,"[3, 25, 31, 27, 24]"
986,0.9786,0.6,7.895998,BH,float 8,"[3, 27, 31, 29, 23]"
987,0.9784,0.62,7.9074807,BH,float 8,"[3, 22, 29, 25, 22]"
988,0.9768,0.7799999999999999,8.142219,BH,float 8,"[4, 15, 25, 26, 22]"
989,0.976,0.86,10.699723,BH,float 8,"[2, 25, 31, 31, 24]"
990,0.976,0.86,10.704482,BH,float 8,"[2, 24, 31, 31, 23]"
991,0.9754,0.9199999999999999,10.711428,BH,float 8,"[2, 24, 31, 31, 21]"
992,0.982,0.26,8.319685,GA,float 8,"[14, 7, 25, 15, 5]"
993,0.9804,0.42,8.83604,GA,float 8,"[8, 7, 30, 15, 7]"
994,0.98,0.45999999999999996,9.64194,GA,float 8,"[3, 7, 30, 18, 7]"
995,0.9798,0.48,9.961505,GA,float 8,"[3, 7, 19, 15, 7]"
996,0.9786,0.6,10.280868,GA,float 8,"[3, 7, 6, 33, 7]"
997,0.9782,0.64,10.283586,GA,float 8,"[3, 7, 16, 10, 7]"
998,0.9774,0.72,10.496045,GA,float 8,"[3, 7, 6, 19, 7]"
999,0.9764,0.8200000000000001,10.815177,GA,float 8,"[3, 7, 6, 15, 7]"
1000,0.9756,0.8999999999999999,10.816594,GA,float 8,"[3, 7, 6, 12, 7]"
1001,0.9806,0.4,7.133196,PSO,float 8,"[7, 28, 16, 23, 22]"
1002,0.9798,0.48,7.5945444,PSO,float 8,"[4, 28, 31, 44, 23]"
1003,0.9784,0.62,7.691601,PSO,float 8,"[3, 21, 19, 38, 23]"
1004,0.9774,0.72,10.807305,PSO,float 8,"[2, 25, 16, 40, 24]"
1005,0.9768,0.7799999999999999,10.810861,PSO,float 8,"[2, 27, 16, 43, 22]"
1006,0.9766,0.8,10.814316,PSO,float 8,"[2, 24, 16, 45, 22]"
1007,0.976,0.86,10.818524,PSO,float 8,"[2, 24, 16, 42, 21]"
1008,0.9752,0.9400000000000001,10.820228,PSO,float 8,"[2, 25, 16, 44, 20]"
1009,0.9812,0.33999999999999997,6.7998137,BH,float 8,"[9, 44, 10, 25, 9]"
1010,0.9808,0.38,7.0972085,BH,float 8,"[14, 32, 30, 28, 8]"
1011,0.9808,0.38,7.2443604,BH,float 8,"[12, 28, 44, 6, 15]"
1012,0.9804,0.42,8.241525,BH,float 8,"[4, 32, 48, 15, 14]"
1013,0.9798,0.48,8.566093,BH,float 8,"[3, 21, 45, 6, 18]"
1014,0.9796,0.5,8.778003,BH,float 8,"[4, 31, 45, 7, 14]"
1015,0.9788,0.58,8.778723,BH,float 8,"[4, 31, 46, 6, 14]"
1016,0.9788,0.58,8.781446,BH,float 8,"[4, 25, 45, 6, 15]"
1017,0.978,0.66,8.864436,BH,float 8,"[3, 27, 44, 6, 15]"
1018,0.9772,0.74,8.8657465,BH,float 8,"[3, 26, 44, 6, 15]"
1019,0.9764,0.8200000000000001,8.874803,BH,float 8,"[3, 27, 44, 6, 13]"
1020,0.9762,0.84,8.874854,BH,float 8,"[3, 27, 43, 6, 13]"
1021,0.98,0.45999999999999996,5.922666,GA,float 8,"[21, 31, 30, 32, 22]"
1022,0.9798,0.48,7.976142,GA,float 8,"[3, 29, 16, 42, 30]"
1023,0.9792,0.54,9.00717,GA,float 8,"[4, 27, 31, 7, 12]"
1024,0.9778,0.6799999999999999,9.190925,GA,float 8,"[3, 33, 8, 48, 8]"
1025,0.9768,0.7799999999999999,9.609382,GA,float 8,"[3, 29, 18, 48, 4]"
1026,0.9766,0.8,9.643375,GA,float 8,"[4, 47, 6, 7, 11]"
1027,0.9762,0.84,10.601842,GA,float 8,"[4, 22, 6, 30, 4]"
1028,0.9762,0.84,10.931234,GA,float 8,"[4, 12, 31, 7, 4]"
1029,0.9822,0.24,6.2711725,PSO,float 8,"[12, 22, 21, 28, 27]"
1030,0.9822,0.24,7.50049,PSO,float 8,"[11, 17, 30, 15, 8]"
1031,0.9818,0.27999999999999997,7.7742105,PSO,float 8,"[5, 21, 31, 19, 7]"
1032,0.9802,0.44,8.084801,PSO,float 8,"[5, 14, 31, 24, 8]"
1033,0.9794,0.52,8.464308,PSO,float 8,"[4, 14, 31, 25, 15]"
1034,0.979,0.5599999999999999,8.467716,PSO,float 8,"[4, 16, 29, 19, 14]"
1035,0.979,0.5599999999999999,8.477362,PSO,float 8,"[4, 16, 31, 21, 12]"
1036,0.9788,0.58,8.690763,PSO,float 8,"[4, 19, 25, 20, 8]"
1037,0.9786,0.6,9.004346,PSO,float 8,"[4, 16, 28, 22, 8]"
1038,0.9772,0.74,9.093623,PSO,float 8,"[3, 14, 30, 22, 8]"
1039,0.9818,0.27999999999999997,6.0680966,BH,float 8,"[12, 26, 36, 21, 23]"
1040,0.981,0.36,7.3691287,BH,float 8,"[4, 47, 38, 22, 25]"
1041,0.981,0.36,7.5250745,BH,float 8,"[8, 45, 42, 15, 8]"
1042,0.9796,0.5,7.7227783,BH,float 8,"[4, 50, 37, 23, 10]"
1043,0.979,0.5599999999999999,8.27416,BH,float 8,"[4, 42, 46, 19, 5]"
1044,0.976,0.86,11.145822,BH,float 8,"[2, 42, 48, 23, 7]"
1045,0.975,0.96,11.160798,BH,float 8,"[2, 45, 45, 23, 5]"
1046,0.9818,0.27999999999999997,7.148507,GA,float 8,"[28, 33, 10, 15, 8]"
1047,0.9814,0.32,7.3488717,GA,float 8,"[50, 7, 21, 25, 5]"
1048,0.9802,0.44,7.7815795,GA,float 8,"[8, 14, 42, 23, 5]"
1049,0.9794,0.52,7.8618984,GA,float 8,"[5, 7, 48, 23, 16]"
1050,0.9794,0.52,8.032424,GA,float 8,"[11, 7, 6, 23, 20]"
1051,0.979,0.5599999999999999,9.624416,GA,float 8,"[3, 21, 49, 18, 4]"
1052,0.9784,0.62,10.268906,GA,float 8,"[3, 7, 6, 15, 14]"
1053,0.9776,0.7000000000000001,10.482687,GA,float 8,"[3, 7, 36, 23, 4]"
1054,0.9772,0.74,10.503544,GA,float 8,"[3, 7, 6, 23, 6]"
1055,0.9766,0.8,11.000929,GA,float 8,"[3, 29, 6, 15, 4]"
1056,0.9754,0.9199999999999999,11.336722,GA,float 8,"[3, 7, 16, 15, 4]"
1057,0.9818,0.27999999999999997,5.872437,PSO,float 8,"[11, 35, 36, 21, 24]"
1058,0.9816,0.3,6.007332,PSO,float 8,"[20, 47, 10, 31, 31]"
1059,0.9814,0.32,6.0405693,PSO,float 8,"[19, 49, 10, 23, 25]"
1060,0.9812,0.33999999999999997,6.91409,PSO,float 8,"[13, 36, 21, 19, 8]"
1061,0.9808,0.38,7.4192286,PSO,float 8,"[22, 41, 6, 21, 8]"
1062,0.978,0.66,8.224441,PSO,float 8,"[17, 31, 10, 22, 4]"
1063,0.9772,0.74,8.657361,PSO,float 8,"[11, 41, 12, 9, 4]"
1064,0.975,0.96,8.775381,PSO,float 8,"[16, 35, 6, 19, 4]"
1065,0.975,0.96,10.911632,PSO,float 8,"[4, 32, 5, 15, 4]"
1066,0.9818,0.27999999999999997,4.9698815,BH,float 8,"[45, 38, 48, 35, 24]"
1067,0.9816,0.3,5.448486,BH,float 8,"[24, 27, 43, 47, 27]"
1068,0.9812,0.33999999999999997,6.0579576,BH,float 8,"[12, 31, 33, 22, 24]"
1069,0.981,0.36,7.802174,BH,float 8,"[4, 31, 30, 28, 24]"
1070,0.9792,0.54,7.806847,BH,float 8,"[4, 30, 31, 28, 23]"
1071,0.9784,0.62,7.9894724,BH,float 8,"[3, 41, 21, 11, 27]"
1072,0.9766,0.8,8.315186,BH,float 8,"[3, 40, 16, 15, 25]"
1073,0.976,0.86,10.8030815,BH,float 8,"[2, 42, 16, 18, 24]"
1074,0.9802,0.44,8.455484,GA,float 8,"[4, 30, 8, 34, 21]"
1075,0.98,0.45999999999999996,9.110532,GA,float 8,"[4, 42, 33, 8, 7]"
1076,0.9792,0.54,9.545893,GA,float 8,"[4, 31, 30, 8, 6]"
1077,0.978,0.66,9.878173,GA,float 8,"[4, 15, 28, 8, 6]"
1078,0.9756,0.8999999999999999,10.399191,GA,float 8,"[4, 32, 5, 8, 6]"
1079,0.9754,0.9199999999999999,10.408325,GA,float 8,"[4, 25, 5, 8, 6]"
1080,0.9752,0.9400000000000001,10.732467,GA,float 8,"[4, 15, 6, 8, 6]"
1081,0.9818,0.27999999999999997,7.55184,PSO,float 8,"[9, 19, 18, 15, 7]"
1082,0.9814,0.32,8.671034,PSO,float 8,"[7, 16, 13, 12, 5]"
1083,0.9786,0.6,8.692181,PSO,float 8,"[6, 16, 13, 12, 7]"
1084,0.9782,0.64,10.394985,PSO,float 8,"[4, 19, 12, 15, 4]"
1085,0.9768,0.7799999999999999,10.477238,PSO,float 8,"[3, 22, 10, 14, 4]"
1086,0.9828,0.18,6.4606705,BH,float 8,"[9, 30, 10, 39, 19]"
1087,0.9818,0.27999999999999997,7.6723065,BH,float 8,"[21, 17, 25, 6, 7]"
1088,0.979,0.5599999999999999,7.956957,BH,float 8,"[25, 11, 28, 6, 6]"
1089,0.9784,0.62,8.30763,BH,float 8,"[14, 24, 39, 3, 9]"
1090,0.978,0.66,8.3272915,BH,float 8,"[12, 15, 30, 8, 8]"
1091,0.9768,0.7799999999999999,9.028734,BH,float 8,"[23, 11, 19, 3, 8]"
1092,0.982,0.26,6.680805,GA,float 8,"[35, 35, 13, 24, 5]"
1093,0.9806,0.4,9.333385,GA,float 8,"[4, 15, 16, 28, 7]"
1094,0.98,0.45999999999999996,9.417654,GA,float 8,"[3, 25, 16, 13, 7]"
1095,0.9792,0.54,9.418947,GA,float 8,"[3, 15, 16, 28, 7]"
1096,0.9786,0.6,9.43534,GA,float 8,"[3, 25, 16, 13, 5]"
1097,0.9776,0.7000000000000001,9.741959,GA,float 8,"[3, 15, 16, 13, 7]"
1098,0.9768,0.7799999999999999,9.742905,GA,float 8,"[3, 15, 16, 11, 7]"
1099,0.9764,0.8200000000000001,9.74323,GA,float 8,"[3, 47, 16, 7, 5]"
1100,0.9758,0.88,10.27604,GA,float 8,"[3, 15, 16, 7, 7]"
1101,0.9816,0.3,4.9649873,PSO,float 8,"[46, 35, 44, 30, 33]"
1102,0.9814,0.32,5.6341295,PSO,float 8,"[30, 43, 28, 18, 17]"
1103,0.9814,0.32,6.260502,PSO,float 8,"[31, 35, 24, 41, 8]"
1104,0.9812,0.33999999999999997,6.6876984,PSO,float 8,"[13, 39, 16, 14, 22]"
1105,0.9808,0.38,7.1986504,PSO,float 8,"[23, 38, 13, 11, 8]"
1106,0.9804,0.42,7.2606206,PSO,float 8,"[20, 36, 16, 14, 5]"
1107,0.979,0.5599999999999999,8.469723,PSO,float 8,"[4, 27, 12, 32, 12]"
1108,0.9788,0.58,8.60645,PSO,float 8,"[8, 40, 6, 15, 7]"
1109,0.978,0.66,8.649852,PSO,float 8,"[11, 46, 11, 15, 4]"
1110,0.9778,0.6799999999999999,9.848734,PSO,float 8,"[4, 40, 12, 18, 4]"
1111,0.9764,0.8200000000000001,10.168101,PSO,float 8,"[4, 39, 16, 15, 4]"
1112,0.9748,0.98,12.72919,PSO,float 8,"[2, 50, 10, 21, 4]"
1113,0.9816,0.3,7.5480523,BH,float 8,"[5, 7, 36, 21, 22]"
1114,0.9792,0.54,8.00458,BH,float 8,"[3, 11, 21, 38, 27]"
1115,0.9786,0.6,8.032448,BH,float 8,"[3, 11, 21, 37, 19]"
1116,0.977,0.76,8.051778,BH,float 8,"[6, 7, 32, 19, 13]"
1117,0.9768,0.7799999999999999,8.876024,BH,float 8,"[3, 7, 37, 22, 15]"
1118,0.9822,0.24,4.9668555,GA,float 8,"[42, 43, 28, 48, 38]"
1119,0.9808,0.38,9.141201,GA,float 8,"[4, 7, 16, 34, 9]"
1120,0.9796,0.5,9.544641,GA,float 8,"[4, 7, 31, 27, 8]"
1121,0.9784,0.62,9.864352,GA,float 8,"[4, 7, 24, 7, 14]"
1122,0.9772,0.74,9.867476,GA,float 8,"[4, 7, 22, 14, 8]"
1123,0.977,0.76,10.409666,GA,float 8,"[4, 28, 16, 3, 9]"
1124,0.977,0.76,10.739831,GA,float 8,"[4, 14, 16, 3, 9]"
1125,0.9752,0.9400000000000001,11.27811,GA,float 8,"[4, 7, 16, 3, 9]"
1126,0.9822,0.24,7.1736884,PSO,float 8,"[11, 30, 24, 18, 7]"
1127,0.9806,0.4,7.323787,PSO,float 8,"[10, 36, 32, 12, 5]"
1128,0.9806,0.4,7.4903574,PSO,float 8,"[11, 32, 31, 13, 7]"
1129,0.9804,0.42,7.7821813,PSO,float 8,"[4, 30, 31, 31, 30]"
1130,0.9794,0.52,7.9208827,PSO,float 8,"[4, 24, 36, 26, 16]"
1131,0.9786,0.6,9.14257,PSO,float 8,"[4, 14, 33, 13, 5]"
1132,0.978,0.66,9.857478,PSO,float 8,"[4, 22, 36, 14, 4]"
1133,0.9752,0.9400000000000001,10.392738,PSO,float 8,"[4, 14, 32, 14, 4]"
1134,0.9814,0.32,6.074775,BH,float 8,"[11, 24, 21, 44, 27]"
1135,0.9806,0.4,6.30912,BH,float 8,"[19, 25, 24, 26, 9]"
1136,0.9804,0.42,6.6742425,BH,float 8,"[10, 28, 30, 29, 9]"
1137,0.9804,0.42,6.73343,BH,float 8,"[27, 27, 25, 32, 7]"
1138,0.9804,0.42,7.2226744,BH,float 8,"[8, 35, 28, 33, 7]"
1139,0.9802,0.44,8.575805,BH,float 8,"[3, 36, 31, 29, 5]"
1140,0.9798,0.48,8.764774,BH,float 8,"[3, 32, 29, 29, 7]"
1141,0.979,0.5599999999999999,8.788897,BH,float 8,"[3, 28, 30, 25, 5]"
1142,0.9842,0.04,7.4417753,GA,float 8,"[8, 21, 33, 28, 7]"
1143,0.982,0.26,7.4432826,GA,float 8,"[8, 21, 48, 21, 7]"
1144,0.9816,0.3,7.7634883,GA,float 8,"[8, 21, 49, 14, 7]"
1145,0.9802,0.44,7.7642627,GA,float 8,"[8, 21, 34, 14, 7]"
1146,0.98,0.45999999999999996,7.7643147,GA,float 8,"[8, 21, 33, 14, 7]"
1147,0.98,0.45999999999999996,7.7683043,GA,float 8,"[8, 18, 33, 14, 7]"
1148,0.98,0.45999999999999996,8.351004,GA,float 8,"[6, 29, 6, 14, 14]"
1149,0.9796,0.5,8.7450695,GA,float 8,"[5, 36, 6, 14, 5]"
1150,0.978,0.66,9.066907,GA,float 8,"[3, 19, 6, 14, 28]"
1151,0.977,0.76,9.726845,GA,float 8,"[3, 45, 6, 14, 7]"
1152,0.9762,0.84,9.9933,GA,float 8,"[5, 29, 6, 14, 4]"
1153,0.976,0.86,10.478507,GA,float 8,"[3, 14, 29, 14, 4]"
1154,0.9758,0.88,10.47906,GA,float 8,"[3, 14, 21, 14, 4]"
1155,0.9824,0.22,5.7219343,PSO,float 8,"[42, 29, 33, 15, 28]"
1156,0.982,0.26,7.226959,PSO,float 8,"[13, 43, 12, 21, 8]"
1157,0.9818,0.27999999999999997,7.315182,PSO,float 8,"[9, 39, 16, 25, 8]"
1158,0.9794,0.52,7.4349117,PSO,float 8,"[50, 47, 16, 6, 5]"
1159,0.9768,0.7799999999999999,7.9938545,PSO,float 8,"[44, 46, 8, 6, 6]"
1160,0.9822,0.24,6.3693557,BH,float 8,"[21, 41, 19, 42, 7]"
1161,0.98,0.45999999999999996,6.539613,BH,float 8,"[8, 19, 21, 36, 32]"
1162,0.9798,0.48,6.724082,BH,float 8,"[6, 14, 21, 38, 42]"
1163,0.9792,0.54,6.729136,BH,float 8,"[6, 14, 24, 36, 40]"
1164,0.979,0.5599999999999999,7.777241,BH,float 8,"[3, 14, 21, 39, 40]"
1165,0.979,0.5599999999999999,8.23226,BH,float 8,"[4, 7, 19, 40, 39]"
1166,0.9828,0.18,8.625867,GA,float 8,"[5, 24, 21, 6, 7]"
1167,0.98,0.45999999999999996,8.956326,GA,float 8,"[5, 11, 25, 6, 7]"
1168,0.9794,0.52,9.172062,GA,float 8,"[3, 16, 16, 6, 37]"
1169,0.9768,0.7799999999999999,9.176959,GA,float 8,"[3, 16, 16, 6, 35]"
1170,0.976,0.86,9.683731,GA,float 8,"[5, 22, 25, 6, 4]"
1171,0.9752,0.9400000000000001,10.272405,GA,float 8,"[3, 11, 5, 6, 14]"
1172,0.975,0.96,10.471872,GA,float 8,"[3, 16, 16, 30, 4]"
1173,0.9836,0.1,6.6328855,PSO,float 8,"[10, 22, 21, 15, 28]"
1174,0.9816,0.3,6.875212,PSO,float 8,"[15, 22, 10, 14, 21]"
1175,0.9812,0.33999999999999997,8.389755,PSO,float 8,"[5, 24, 10, 6, 16]"
1176,0.9804,0.42,8.509407,PSO,float 8,"[8, 21, 6, 6, 18]"
1177,0.9782,0.64,8.591707,PSO,float 8,"[6, 19, 6, 6, 17]"
1178,0.977,0.76,8.629358,PSO,float 8,"[5, 20, 6, 8, 17]"
1179,0.9766,0.8,8.849576,PSO,float 8,"[8, 18, 6, 8, 9]"
1180,0.976,0.86,9.76535,PSO,float 8,"[3, 11, 9, 6, 9]"
1181,0.976,0.86,10.731761,PSO,float 8,"[4, 16, 8, 6, 6]"
1182,0.9828,0.18,5.4847555,BH,float 8,"[46, 42, 12, 35, 27]"
1183,0.9814,0.32,6.840156,BH,float 8,"[19, 29, 29, 29, 5]"
1184,0.9808,0.38,7.2231317,BH,float 8,"[8, 35, 39, 23, 7]"
1185,0.9798,0.48,7.5888667,BH,float 8,"[26, 35, 21, 28, 4]"
1186,0.9782,0.64,7.8416743,BH,float 8,"[22, 29, 25, 30, 4]"
1187,0.978,0.66,8.561381,BH,float 8,"[6, 30, 36, 28, 4]"
1188,0.9772,0.74,8.776201,BH,float 8,"[6, 28, 29, 31, 4]"
1189,0.9764,0.8200000000000001,9.826972,BH,float 8,"[3, 27, 31, 28, 4]"
1190,0.983,0.16,6.088348,GA,float 8,"[40, 34, 36, 24, 8]"
1191,0.9822,0.24,7.2105803,GA,float 8,"[7, 7, 21, 43, 47]"
1192,0.9818,0.27999999999999997,8.676468,GA,float 8,"[7, 7, 13, 37, 5]"
1193,0.9818,0.27999999999999997,8.888381,GA,float 8,"[7, 7, 13, 32, 5]"
1194,0.9782,0.64,9.133295,GA,float 8,"[14, 39, 10, 3, 8]"
1195,0.9778,0.6799999999999999,9.876808,GA,float 8,"[15, 7, 19, 3, 8]"
1196,0.9778,0.6799999999999999,9.953845,GA,float 8,"[3, 7, 24, 12, 8]"
1197,0.9768,0.7799999999999999,10.835007,GA,float 8,"[3, 7, 13, 6, 5]"
1198,0.981,0.36,5.6241956,PSO,float 8,"[41, 21, 24, 25, 30]"
1199,0.981,0.36,7.900136,PSO,float 8,"[4, 25, 45, 11, 30]"
1200,0.9808,0.38,8.476782,PSO,float 8,"[4, 21, 49, 6, 19]"
1201,0.9792,0.54,8.4857025,PSO,float 8,"[4, 17, 48, 6, 18]"
1202,0.978,0.66,8.868427,PSO,float 8,"[3, 24, 43, 6, 15]"
